(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants reading intently looking down at a jade slip, luxurious imperial study room with wooden desks and bookshelves, daytime, bright natural lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 25-year-old female slender and curvy build long wavy black hair greedy dark eyes stunningly beautiful and vain facial features Vibrant lime green silk dress smirking wickedly looking off-screen, dim and messy apartment room, daytime, murky lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 25-year-old female slender and curvy build long wavy black hair greedy dark eyes stunningly beautiful and vain facial features Vibrant lime green silk dress secretly packing jewelry into a ring looking down at her hands, dim and messy apartment room, daytime, shadowy lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 25-year-old female slender and curvy build long wavy black hair greedy dark eyes stunningly beautiful and vain facial features Vibrant lime green silk dress peeking through a cracked door looking at 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe sitting focused looking at a computer screen, dim and messy apartment room, daytime, glowing light from the monitor
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 25-year-old female slender and curvy build long wavy black hair greedy dark eyes stunningly beautiful and vain facial features Vibrant lime green silk dress sneering looking off-screen, dim and messy apartment room, daytime, shadowy lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe typing awkwardly on a keyboard looking at a computer screen, dim study room, night, glowing light from the monitor in a dark room
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe staring in awe looking at the computer screen, dim study room, night, glowing light from the monitor
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe sighing looking at the computer screen, dim study room, night, glowing light from the monitor
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe sitting at his wooden desk typing on a computer keyboard looking at the glowing monitor, dark cluttered study room with bookshelves, late at night, dim screen glow illuminating his face
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe reading text on a computer screen looking intently at the monitor, dark cluttered study room with bookshelves, late at night, dim screen glow illuminating his face
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe typing messages on a keyboard looking focused at the computer screen, dark cluttered study room with bookshelves, late at night, dim screen glow illuminating his face
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe clicking a computer mouse requesting alchemy materials looking at the web page on the monitor, dark cluttered study room with bookshelves, late at night, dim screen glow illuminating his face
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe sitting energetically at his desk pondering alchemy formulas looking at his notes, dark cluttered study room with bookshelves, early morning sunlight streaming through the window, bright morning light
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe standing up from his chair stretching his arms calling out looking towards the study room door, dark cluttered study room with bookshelves, early morning sunlight streaming through the window, bright morning light
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Wide establishing shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe walking out of the study standing shocked looking around the empty living room, messy living room with missing furniture and scattered items, early morning sunlight streaming through the window, bright morning light
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe running into the bedroom standing with his mouth wide open looking at the empty wardrobe, messy bedroom with scattered items on the floor, early morning sunlight streaming through the window, bright morning light
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe clenching his fists in anger looking at the empty jewelry boxes on the vanity table, messy bedroom with scattered items on the floor, early morning sunlight streaming through the window, bright morning light
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Wide establishing shot, 30-year-old male average build messy black hair honest dark eyes simple and rugged facial features Faded bronze alchemist robe standing helplessly looking down at his clothes tossed everywhere, messy bedroom with scattered items on the floor, early morning sunlight streaming through the window, bright morning light
